Name | Description | Default Value | Flags
citadel_minimap_unit_click_radius |  | 200 | cl, release
citadel_minimap_use_canvas_for_neutrals |  | true | devonly, cl
citadel_minimap_use_canvas_for_shop |  | true | devonly, cl
citadel_minimap_use_effects |  | false | devonly, cl
citadel_minimap_zip_line_thickness |  | 2 | cl, release
citadel_minimum_fire_rate | Minimum value possible for fire rate | -50 | sv, cl, rep, cheat
citadel_minimum_players_to_show_postgame |  | 6 | devonly, cl
citadel_minion_distance_to_owner |  | 200 | devonly, sv
citadel_minion_gold_reward |  | 25 | devonly, sv
citadel_minion_gold_reward_bonus_per_minute |  | 1 | devonly, sv
citadel_mm_high_pri | \[account id\] Marks an account for high priority match making for the next match | cmd | devonly, cl
citadel_mm_low_pri | \[account id\] Marks an account for high priority match making for the next match | cmd | devonly, cl
citadel_mm_server_command | Allows sending up a command string for the match maker to run on the server (dev only) |  | devonly, cl
citadel_mobile_resupply_healthbar_pos |  | 10 | devonly, cl
citadel_model_hit_size_debug | Turn on some model hit size debug visuals | false | devonly, cl
citadel_modifier_history_show_time |  | 6 | devonly, cl
citadel_modifier_hud_message_display_clear |  | false | devonly, cl
citadel_modifier_hud_message_display_min_panel_count |  | 4 | devonly, cl
citadel_modifier_hud_message_display_time |  | 2.5 | devonly, cl
citadel_move_goal_tolerance | Some extra tolerance for considering an NPC moved to a goal; can be reduced as we fix other issues | 8 | sv, cheat
citadel_movement_debugdraw |  | false | devonly, sv, cl, rep
citadel_movement_skyclip_push_distance |  | 196.85 | devonly, sv, cl, rep
citadel_movement_skyclip_push_min_force |  | 400 | devonly, sv, cl, rep
citadel_movement_slip_accel |  | 200 | devonly, sv, cl, rep
citadel_movement_solver_iterations |  | 16 | devonly, sv, cl, rep
citadel_movespeed_bonus_max | Maximum Value for Movespeed bonuses (Diminishing Returns) in Hu | 433.071 | devonly, sv, cl, rep
citadel_mvp_calculate_now | Run the MVP calculation right now | cmd | devonly, sv
citadel_mvp_enabled | -1 = force disabled, 0 = default, 1 = force enabled | 0 | devonly, sv
citadel_mvp_score_kda_ratio | Use a KDA ratio for the mvp score instead of the real algorithm. | false | devonly, sv
citadel_nano_debugcatform |  | false | devonly, sv, cl, rep
citadel_nano_set_shouldercat_bodygroup |  | true | devonly, sv, cl, rep
citadel_napalm_projectile_show_debug |  | false | devonly, sv, cl, rep
citadel_necro_skele_use_new_motor |  | true | sv, release
citadel_neutral_camp_spawn_per_tick_limit | Spawn this many neutral camps per tick (this is a limit, so if it's 1, we'll only spawn one per tick (perf)). Set this value to something large to effectively remove the limit. 0 or negative will prevent spawning. | 2 | devonly, sv
citadel_neutral_gold_ratio | What percent of gold is transfered instantly on neutral kills | 1 | devonly, sv
citadel_neutral_initial_spawn_time_override | If positive, override initial spawn time (in seconds) for all neutral camps | -1 | devonly, sv
citadel_neutral_spawn_enabled | set to false to prevent any neutrals from spawning | true | devonly, sv
citadel_neutral_spawn_interval_override | If positive, override initial spawn interval (in seconds) for all neutral camps | -1 | devonly, sv
citadel_neutral_spawn_range | Prevent spawning of neutrals if a player is in this range | 100 | devonly, sv
citadel_neutral_weakpoints_enabled |  | false | devonly, sv
citadel_new_player_flow_visible | Are we still showing the new player instructions | true | cl, a, release
citadel_new_player_progress | Tracks the local settings for the new player progress so they can be synchronized with the GC for client authoratative progress | 0 | cl, a, release
citadel_new_years_fireworks_epoch_override |  | 1767243600 | devonly, sv, cl, rep
citadel_new_years_fireworks_force_start |  | 0 | devonly, sv, cl, rep
citadel_new_years_fireworks_test | Sets fireworks start time to be N seconds in the future. | cmd | sv, release
citadel_news_entries_list_request_count |  | 10 | devonly, cl
citadel_news_entries_seen |  |  | cl, a, release
citadel_news_entry_override_latest |  | 0 | devonly, cl
citadel_no_orbs_on_hero_kill |  | true | sv, cl, rep, cheat
citadel_no_orbs_on_objective_kill |  | true | sv, cl, rep, cheat
citadel_npc_ag2_enable | Enable AG2 in NPCs | true | devonly, sv, rep, release
citadel_npc_allow_climb | Allow NPCs to climb. | false | sv, rep, cheat
citadel_npc_allow_jump_down | Allow NPCs to follow any drop-down navigation links. | true | sv, rep, cheat
citadel_npc_debug_enemies | Draws a line to the enemy | false | devonly, sv
citadel_npc_debug_look_target |  | false | devonly, sv
citadel_npc_disable_cockroaches | Disable Cockroaches | false | devonly, sv, rep
citadel_npc_disable_floor_point_caching |  | true | devonly, sv
citadel_npc_dps_multiplier | Increase weapon damage for testing | 1 | sv, cl, rep, cheat
citadel_npc_force_animate_every_tick |  | true | devonly, sv
citadel_npc_jump_gravity_mult |  | 2 | devonly, sv
citadel_npc_max_direct_follow_distance | For far before a following NPC uses an approximate path to get to their follow target, instead of a direct calculation. | 1000 | devonly, sv
citadel_npc_push_speed | How quickly NPCs push their friends away | 50 | devonly, sv
citadel_npc_shoot_check_sphere_size | How large a radius sphere we use for checking if an NPC can shoot a target | 6 | devonly, sv
citadel_npc_spawn_enabled | set to false to prevent any NPC from spawning | true | devonly, sv
citadel_npc_trooper_celebration_percent | percent amount of troopers in the area to celebrate | 0.7 | devonly, sv
citadel_npc_trooper_celebration_radius | radius to collect enemy troopers near a destroyed objective to do celebration pose | 2000 | devonly, sv
citadel_num_matches_in_profile_history |  | 16 | devonly, cl
citadel_num_team_pauses_allowed | Number of times a team is allowed to pause the game. 0 Means unbounded | 3 | devonly, sv
citadel_observer_roaming_speed |  | 600 | cl, a
citadel_one_on_one_match |  | false | sv, cl, rep, release
citadel_one_on_one_match_starting_gold |  | 0 | sv, cl, rep, cheat, release
citadel_only_think_thinkable_abilities |  | true | devonly, sv, cl, rep
citadel_open_ability_vdata_by_name | Open an ability by name in the VData editor | cmd | cl, cheat
citadel_open_ability_vdata_by_slot | Open an ability by slot in the VData editor | cmd | cl, cheat
citadel_open_hero_selection | Convar to open hero selection | cmd | devonly, cl
citadel_open_hero_sheet | Open the current hero character sheet | cmd | cl, release
citadel_open_hero_vdata_by_name | Open the VData editor to a specified hero | cmd | cl, cheat
citadel_open_modeldoc_to_model | Open ModelDoc to the model under the cursor.  Pass any parameter to open your own model | cmd | cl, cheat
citadel_open_vdata_file_to_node | Open the VData editor to a specified file and node | cmd | cl, cheat
citadel_orb_allow_deny | Whether or not we allow denies. | true | devonly, sv, cl, rep
citadel_orb_debug_draw_state | Set to non-zero to draw state of orb. Value will be duration for state to linger after orb expires. | -1 | devonly, sv
citadel_orb_debug_draw_velocity_lines |  | false | devonly, sv
citadel_orb_experiment_staticlifetime |  | true | sv, rep, cheat
citadel_orb_expire_percentage | The percent of money you get when an orb expires. | 1 | devonly, sv
citadel_orb_lagcomp_buffer_contested | Extra time for an orb to linger to allow lag compensated players to contest | 0.17 | devonly, sv
citadel_orb_lagcomp_buffer_uncontested | Extra time for an orb to linger to allow lag compensated players to contest | 0.25 | devonly, sv
citadel_orb_required_bullets_to_claim_override | When &gt; 0, defines the number of bullets that need to hit an orb to claim it, otherwise uses the hero defined values. | 0 | devonly, sv, cl, rep
citadel_orb_velocity_decay_in_lagcomp | Decay velocity to 0 by this amount during lag comp window | 0.85 | devonly, sv
citadel_outer_radius_scaler |  | 0.2545 | devonly, cl
citadel_party_invite_in_game | When set, only users in game can be invited | true | cl, release
citadel_passive_items_area_display_time |  | 1 | devonly, cl
citadel_passthrough_fakewall_combat_lockout_time |  | 4 | devonly, sv, cl, rep
citadel_passthrough_fakewall_draw_debug |  | false | devonly, sv
citadel_pause | Send a game pause request. | cmd | cl, release
citadel_pause_allow_immediate_if_single_player | When there is only a single player on the server, set whether or not we allow for instant pausing/unpausing | false | devonly, sv
citadel_pause_cooldown_time | Number of seconds before a player is allowed to pause again | 900 | devonly, sv
citadel_pause_count | Number of times a player is allowed to pause the game. 0 Means unbounded | 1 | devonly, sv
citadel_pause_countdown | Countdown timer to pause after a user has pressed pause | 0 | sv, cheat
citadel_pause_force_unpause_time | Number of seconds after which the game will automatically unpause | 10800 | devonly, sv
citadel_pause_game_pause_silently | When set, we don't show the pause dialog when paused | false | devonly, cl
citadel_pause_matchtime_before_allow | How much match time before pausing is allowed by clients | 0 | devonly, sv
citadel_pause_minimum_time | Disables unpausing for this many seconds after a pause occurs | 2 | sv, cheat
citadel_pause_resume_time | Number of seconds resuming is restricted to the same team, after that either team can pause | 30 | devonly, sv
citadel_pause_resume_time_disconnected | Number of seconds resuming is restricted to the same team if someone disconnected, after that either team can pause | 30 | devonly, sv
citadel_pending_incoming_heal_min_change_for_update |  | 3 | devonly, cl
citadel_pending_replay_force_failure |  | 0 | devonly, cl
citadel_pending_replay_num_retries |  | 30 | devonly, cl
citadel_pending_replay_retry_seconds |  | 300 | devonly, cl
citadel_per_unit_hotkeys_checked |  | false | cl, a
citadel_per_weapon_per_surface_impact_effects |  | true | devonly, sv, cl, rep
citadel_perf_interval_report_s | The interval that we record performance stats to the log at measured in seconds | 60 | devonly, sv
citadel_perf_long_frame_time_threshold_ms | The time in milliseconds where if a frame is beyond this, count it as a long frame | 17.5 | devonly, sv
citadel_perf_short_idle_time_threshold_ms | The amount of time in milliseconds where if we have less than this in idle time, count it as a low idle frame | 3 | devonly, sv
citadel_ping_allow_responses_to_yourself | Allow you to respond to yourself. | false | devonly, cl
citadel_ping_indicator_display_time |  | 5.5 | devonly, cl
citadel_ping_indicator_duration | The amount of time the in-world ping indicator stays. | 6 | devonly, cl
citadel_ping_indicator_duration_for_bosses | The amount of time the in-world ping indicator stays when a boss pings itself. | 2 | devonly, cl
citadel_ping_wheel_activation_radius | LEGACY. See: citadel_show_chat_wheel_angle_threshold. Increase this to change how much you have to move your mouse to make the mousewheel visible. | 0.37 | devonly, cl
citadel_play_page_fake_brawl_wins |  | 0 | devonly, cl
citadel_play_page_fake_data |  | false | devonly, cl
citadel_play_page_fake_normal_losses |  | 0 | devonly, cl
citadel_play_page_fake_normal_wins |  | 0 | devonly, cl
citadel_play_page_finished_tutorial |  | false | devonly, cl
citadel_play_stats_laning_end_time |  | 540 | devonly, sv
citadel_player_aim_at_hero_query_angle |  | 6 | devonly, cl
citadel_player_aim_at_hero_query_distance |  | 2000 | devonly, cl
citadel_player_aim_at_hero_query_half_width |  | 50 | devonly, cl
citadel_player_aim_at_hero_query_interval |  | 0.2 | devonly, cl
citadel_player_anim_debug | Draws debug animation state when enabled. | false | devonly, cl
citadel_player_attack_enemy_npc_fow_reveal_duration | How long a player is visible to enemy FOW after attacking an enemy trooper or boss | 2 | sv, cheat
citadel_player_attack_enemy_player_fow_reveal_duration | How long a player is visible to enemy FOW after attacking an enemy player | 1 | sv, cheat
citadel_player_crit_multiplier | How much to scale damage when landing crits against Players | 1.25 | devonly, sv, cl, rep
citadel_player_damage_from_trooper_scale |  | 0.5 | devonly, sv
citadel_player_dash_breakable_debug |  | false | devonly, sv, cl, rep
citadel_player_dash_breakable_lookahead |  | 75.8 | devonly, sv, cl, rep
citadel_player_dash_breakable_radius |  | 35 | devonly, sv, cl, rep
citadel_player_dash_down_stamina_cost |  | 0.5 | devonly, sv, cl, rep
citadel_player_dash_stamina_cost |  | 1 | devonly, sv, cl, rep
citadel_player_data_velocity_bucket_fast |  | 800 | devonly, sv
citadel_player_data_velocity_bucket_normal |  | 500 | devonly, sv
citadel_player_data_velocity_bucket_slow |  | 200 | devonly, sv
citadel_player_death_no_heroes_respawn_penalty |  | 10 | devonly, sv
citadel_player_debug_animgraph_movement | Visually show the movement data for the player from the AnimGraph | false | devonly, sv, cl, rep
